,name,type
45956,MV Lilja Bulker,Bulk Carrier
45958,Kilstraum,Oil/Chemical Tanker
45960,MT African Sprinter,Oil/Chemical Tanker
45961,Med Island,Bulk Carrier
45962,Chemical Luna,Oil/Chemical Tanker
45963,Go Trader,Bulk Carrier
45964,Icdas09,Oil/Chemical Tanker
45966,Emmaline,Bulk Carrier
45967,Icdas11,Oil/Chemical Tanker
45968,Pompano,Bulk Carrier
45969,Miss Marina,Oil/Chemical Tanker
45971,Sider Joy,Bulk Carrier
45973,Crown II,Oil/Chemical Tanker
45986,Histria Coral,Oil/Chemical Tanker
45988,Byron,Bulk Carrier
45991,Alia R,Bulk Carrier
45994,Voge Master,Bulk Carrier
45999,Privaegean,Bulk Carrier
46003,Indian Point,Oil/Chemical Tanker
46009,Terry,Oil/Chemical Tanker
46012,Riruccia,Bulk Carrier
46013,San Felice,Bulk Carrier
46015,Fassa,Bulk Carrier
46017,Ribbon,Bulk Carrier
46022,Boray,Oil/Chemical Tanker
46023,Panagiotis D,Bulk Carrier
46025,Zografia,Bulk Carrier
46032,Seabright,Oil/Chemical Tanker
46037,Moondance II,Bulk Carrier
46058,Roland Essberger,Oil/Chemical Tanker
46059,John Aug Essberger,Oil/Chemical Tanker
46060,Annette Essberger,Oil/Chemical Tanker
46067,Julius Oldendorff,Bulk Carrier
46069,Aragonit,Bulk Carrier
46091,Patricia Essberger,Oil/Chemical Tanker
46092,Christian Essberger,Oil/Chemical Tanker
46122,Marbacan,Bulk Carrier
46125,Marbioko,Bulk Carrier
46169,Paganini,Bulk Carrier
46184,Liselotte Essberger,Oil/Chemical Tanker
46197,Elsa Essberger,Oil/Chemical Tanker
46202,Amalie Essberger,Oil/Chemical Tanker
46204,Swakop,Bulk Carrier
46205,Ellen Essberger,Oil/Chemical Tanker
46209,Liesel Essberger,Oil/Chemical Tanker
46213,Weichselstern,Oil/Chemical Tanker
46214,Wolgastern,Oil/Chemical Tanker
46215,Themsestern,Oil/Chemical Tanker
46216,Rhonestern,Oil/Chemical Tanker
46217,Regina Oldendorff,Bulk Carrier
46218,Souselas,Bulk Carrier
46225,Temara,Bulk Carrier
46227,Harbour First,Oil/Chemical Tanker
46229,Harbour Fountain,Oil/Chemical Tanker
46230,Johann Essberger,Oil/Chemical Tanker
46231,Harbour Pioneer,Oil/Chemical Tanker
46232,Harbour Progress,Oil/Chemical Tanker
46233,Harbour Feature,Oil/Chemical Tanker
46235,Eduard Essberger,Oil/Chemical Tanker
46239,Harbour Fashion,Oil/Chemical Tanker
46242,La Rabida,Bulk Carrier
46243,Covadonga,Oil/Chemical Tanker
46274,Georg Essberger,Oil/Chemical Tanker
46276,Philipp Essberger,Oil/Chemical Tanker
46279,Amarant,Oil/Chemical Tanker
46307,Universal Bremen,Bulk Carrier
46318,Cimil,Oil/Chemical Tanker
46338,ERBuenos Aires,Bulk Carrier
46339,StPauline,Oil/Chemical Tanker
46342,Maohi,Oil/Chemical Tanker
46346,ER Brazil,Bulk Carrier
46349,ERBoston,Bulk Carrier
46350,ER Beilun,Bulk Carrier
46351,ERBayern,Bulk Carrier
46388,St Marseille,Oil/Chemical Tanker
46391,Lascaux,Oil/Chemical Tanker
46402,Faouet,Oil/Chemical Tanker
46408,Gascogne,Oil/Chemical Tanker
46411,Cielo Di Guangzhou,Oil/Chemical Tanker
46433,Lily Oldendorff,Bulk Carrier
46620,Arklow Spray,Bulk Carrier
46621,Arklow Spirit,Bulk Carrier
46668,Likya C,Oil/Chemical Tanker
46669,Besiktas Pera,Oil/Chemical Tanker
46671,Sea Queen II,Bulk Carrier
46675,Atlantis Alhambra,Oil/Chemical Tanker
46676,Besiktas Orient,Oil/Chemical Tanker
46678,Ym Pluto,Oil/Chemical Tanker
46679,Palchem 1,Oil/Chemical Tanker
46680,Navios Happiness,Bulk Carrier
46681,Partagas,Bulk Carrier
46683,Iolcos Vision,Bulk Carrier
46684,Iolcos Legacy,Bulk Carrier
46685,Iolcos Pride,Bulk Carrier
46686,Yannis Gorgias,Bulk Carrier
46689,Vanna,Oil/Chemical Tanker
46690,Chem Violet,Oil/Chemical Tanker
46691,Chem Daisy,Oil/Chemical Tanker
46693,Sider Star,Bulk Carrier
46695,Duzgit Harmony,Oil/Chemical Tanker
46702,Karvuna,Bulk Carrier
46703,Densa Dolphin,Bulk Carrier
46705,Maribella,Bulk Carrier
46706,Fair Lady,Bulk Carrier
46707,Alpine Trader,Bulk Carrier
46709,Sementina,Bulk Carrier
46715,Kiran Europe,Bulk Carrier
46717,Vitagrace,Bulk Carrier
46723,SeaRose,Bulk Carrier
46727,Duzgit Venture,Oil/Chemical Tanker
46729,Chemical Marketer,Oil/Chemical Tanker
46730,Ym Neptune,Oil/Chemical Tanker
46731,Vemaoil Xiv,Oil/Chemical Tanker
46732,Sichem FenolI,Oil/Chemical Tanker
46733,Oktem Aksoy,Bulk Carrier
46734,Brave Haralambos,Bulk Carrier
46736,Amadore,Bulk Carrier
46737,Atlantis Aldabra,Oil/Chemical Tanker
46739,Nave Equator,Oil/Chemical Tanker
46740,Nave Orbit,Oil/Chemical Tanker
46743,Crux,Bulk Carrier
46746,Purple Gem,Oil/Chemical Tanker
46755,Karystos,Bulk Carrier
46759,Ct Longford,Oil/Chemical Tanker
46760,Sichem Croisic,Oil/Chemical Tanker
46761,Atlantis Antibes,Oil/Chemical Tanker
46762,Atlantis Andaman,Oil/Chemical Tanker
46763,Verila,Bulk Carrier
46764,Norient Scorpius,Oil/Chemical Tanker
46765,Pyxis Loucas,Oil/Chemical Tanker
46768,Northsea Logic,Oil/Chemical Tanker
46769,Shropshire,Bulk Carrier
46770,Rapallo,Bulk Carrier
46771,Aghia Marina,Bulk Carrier
46775,Seleina,Bulk Carrier
46781,MV Navios Vega,Bulk Carrier
46782,Vitaspirit,Bulk Carrier
46784,Alpha Millennium,Bulk Carrier
46785,Marinicki,Bulk Carrier
46786,Marichristina,Bulk Carrier
46788,Pyxis Malou,Oil/Chemical Tanker
46789,Trapezitza,Bulk Carrier
46791,Alona,Bulk Carrier
46792,Pounda,Bulk Carrier
46793,Alpha Action,Bulk Carrier
46794,Striggla,Bulk Carrier
46795,Proud,Bulk Carrier
46796,Pretty Lady,Bulk Carrier
46797,Cansu Y,Oil/Chemical Tanker
46800,Satigny,Bulk Carrier
46801,Selenka,Oil/Chemical Tanker
46805,MT Yigit,Oil/Chemical Tanker
46806,Mrc Emirhan,Oil/Chemical Tanker
46807,Ft Foce,Oil/Chemical Tanker
46808,Manna,Bulk Carrier
46809,Karteria,Bulk Carrier
46812,Clipper Bourgogne,Oil/Chemical Tanker
46813,Clipper Burgundy,Oil/Chemical Tanker
46815,Romanos,Bulk Carrier
46816,Simano,Bulk Carrier
46817,Cevdet A,Oil/Chemical Tanker
46819,Sichem Osprey,Oil/Chemical Tanker
46820,Sichem Falcon,Oil/Chemical Tanker
46825,Manas,Oil/Chemical Tanker
46831,Flash,Bulk Carrier
46834,Emek S,Oil/Chemical Tanker
46836,Ellina,Bulk Carrier
46838,Fjordstraum,Oil/Chemical Tanker
46840,Ym Uranus,Oil/Chemical Tanker
46841,Isola Corallo,Oil/Chemical Tanker
46842,Dumlupinar,Oil/Chemical Tanker
46844,MT Mainland,Oil/Chemical Tanker
46845,Sichem Hawk,Oil/Chemical Tanker
46846,Hulin,Oil/Chemical Tanker
46848,Norient Star,Oil/Chemical Tanker
46849,Fjellstraum,Oil/Chemical Tanker
46850,Hitra,Oil/Chemical Tanker
46852,Aurelia K,Bulk Carrier
46853,Saltina,Bulk Carrier
46862,Bomar Pluto,Oil/Chemical Tanker
46864,Sakar,Bulk Carrier
46869,Duzgit Integrity,Oil/Chemical Tanker
46875,Mare Doro,Bulk Carrier
46878,Pink Coral,Oil/Chemical Tanker
46879,MT Atlantik Miracle,Oil/Chemical Tanker
46880,Omaha,Bulk Carrier
46882,Ct Dublin,Oil/Chemical Tanker
46884,Cesteni,Oil/Chemical Tanker
46889,Global Legend,Bulk Carrier
46890,Mary Gorgias,Bulk Carrier
46891,Flecha,Bulk Carrier
46892,Archangel One,Oil/Chemical Tanker
46895,Lysias,Oil/Chemical Tanker
46896,Ct Cork,Oil/Chemical Tanker
46899,Mystic,Bulk Carrier
46901,Besiktas Halland,Oil/Chemical Tanker
46902,Sorrento,Bulk Carrier
46903,Sichem Dubai,Oil/Chemical Tanker
46905,Patnos,Oil/Chemical Tanker
46911,Lowlands Orchid,Bulk Carrier
46912,Isola Celeste,Oil/Chemical Tanker
46914,Basat,Oil/Chemical Tanker
46917,Patani,Oil/Chemical Tanker
46918,Lowlands Longevity,Bulk Carrier
46920,Privatlantic,Bulk Carrier
46922,Supramax Vivi,Bulk Carrier
46923,Baroque,Bulk Carrier
46924,Patricia,Oil/Chemical Tanker
46928,Sichem Orchid,Oil/Chemical Tanker
46930,Sichem Iris,Oil/Chemical Tanker
46931,Sichem Lily,Oil/Chemical Tanker
46933,Patalya,Oil/Chemical Tanker
46934,Patrona I,Oil/Chemical Tanker
46938,Ata M,Bulk Carrier
46940,MT Patea,Oil/Chemical Tanker
46943,Askara,Oil/Chemical Tanker
46946,Akdeniz,Oil/Chemical Tanker
46948,Baltia,Bulk Carrier
46953,Norient Solar,Oil/Chemical Tanker
46954,Huseyn Javid,Oil/Chemical Tanker
46955,Clymene,Bulk Carrier
46957,Skiathos,Bulk Carrier
46958,Sivota,Bulk Carrier
46966,Andria,Bulk Carrier
46967,Kamenitza,Bulk Carrier
46968,Koznitza,Bulk Carrier
46969,Fenno Swan,Oil/Chemical Tanker
46971,Sichem Ametyhst,Oil/Chemical Tanker
46972,Bomar Haumea,Oil/Chemical Tanker
46975,Capri,Bulk Carrier
46986,Scot Bremen,Oil/Chemical Tanker
46987,Scot Berlin,Oil/Chemical Tanker
46988,Scot Bayern,Oil/Chemical Tanker
46989,Scot Frankfurt,Oil/Chemical Tanker
46991,Scot Hamburg,Oil/Chemical Tanker
46992,Scot Leipzig,Oil/Chemical Tanker
46997,Scot Stuttgart,Oil/Chemical Tanker
46998,Scot Munchen,Oil/Chemical Tanker
46999,Amethyst Star,Bulk Carrier
47005,Woo Hwang,Oil/Chemical Tanker
47006,Woo Won,Oil/Chemical Tanker
47007,Woo Tae,Oil/Chemical Tanker
47019,Lowlands Phoenix,Bulk Carrier
47028,Petani,Bulk Carrier
47029,Mrc Semiramis,Oil/Chemical Tanker
47031,Anny Petrakis,Bulk Carrier
47032,Mona Swan,Oil/Chemical Tanker
47036,Aksaz C,Oil/Chemical Tanker
47040,Silver Lady,Bulk Carrier
47043,Nordic Maya,Oil/Chemical Tanker
47050,Densa Jaguar,Bulk Carrier
47051,Densa Panther,Bulk Carrier
47052,Densa Leopard,Bulk Carrier
47053,Densa Cougar,Bulk Carrier
47056,Northsea Alpha,Oil/Chemical Tanker
47057,Northsea Beta,Oil/Chemical Tanker
47058,NahideM,Bulk Carrier
47059,Turkan Saylan,Bulk Carrier
47060,Achilleus,Bulk Carrier
47062,Ozgur Aksoy,Bulk Carrier
47063,Eleni M,Bulk Carrier
47065,Lyulin,Bulk Carrier
47073,Agria,Bulk Carrier
47074,Selin M,Bulk Carrier
47075,Trans Exeter,Oil/Chemical Tanker
47078,Key Marmara,Oil/Chemical Tanker
47080,Trans Emerald,Oil/Chemical Tanker
47081,Trans Sea,Oil/Chemical Tanker
47082,Trans Fjell,Oil/Chemical Tanker
47084,Anangel Seafarer,Bulk Carrier
47085,Sider Alicudi,Bulk Carrier
47088,Loutro,Oil/Chemical Tanker
47091,Orient Accord,Bulk Carrier
47093,Cape Elektra,Bulk Carrier
47099,Tour Pomerol,Oil/Chemical Tanker
47100,Gazi,Bulk Carrier
47102,MV Armata,Bulk Carrier
47103,SerraMert,Oil/Chemical Tanker
47104,Sir Albert,Bulk Carrier
47105,Zealand Ariane,Bulk Carrier
47106,Anogyra,Bulk Carrier
47107,Aggelos B,Bulk Carrier
47108,Elina B,Bulk Carrier
47109,Don Frane Bulic,Bulk Carrier
47114,San Benjamino,Oil/Chemical Tanker
47117,Atlantis Armona,Oil/Chemical Tanker
47118,MT Ayane,Oil/Chemical Tanker
47121,Wilson Marin,Bulk Carrier
47122,Almyros,Bulk Carrier
47124,Pola Pacific,Bulk Carrier
47125,Pola Atlantic,Bulk Carrier
47128,Umar1,Oil/Chemical Tanker
47129,Zealand Alexia,Bulk Carrier
47130,Nave Cosmos,Oil/Chemical Tanker
47134,Midjur,Bulk Carrier
47137,Strandja,Bulk Carrier
47138,Vitosha,Bulk Carrier
47139,Lido,Oil/Chemical Tanker
47141,Bulgaria,Bulk Carrier
47145,Marinoula,Oil/Chemical Tanker
47154,Lady Sadika,Bulk Carrier
47155,Rodina,Bulk Carrier
47156,Loya,Oil/Chemical Tanker
47157,Densa Eagle,Bulk Carrier
47158,Maraki,Bulk Carrier
47161,Mississippi Star,Oil/Chemical Tanker
47164,Amalfi,Bulk Carrier
47167,Angelica An,Oil/Chemical Tanker
47168,Apostolos A,Oil/Chemical Tanker
47170,Anuket Coral,Oil/Chemical Tanker
47178,Densa Tiger,Bulk Carrier
47179,Ince Fortune,Bulk Carrier
47180,Leonarisso,Bulk Carrier
47183,Shannon Star,Oil/Chemical Tanker
47185,Perth I,Bulk Carrier
47190,Glyfada,Bulk Carrier
47193,Shusha,Oil/Chemical Tanker
47196,Michelle 1,Bulk Carrier
47197,Ym Mercury,Oil/Chemical Tanker
47205,Atlantis Almeria,Oil/Chemical Tanker
47207,Agios Nikolaos IV,Oil/Chemical Tanker
47210,Densa Lion,Bulk Carrier
47211,Zealand Zaria,Bulk Carrier
47216,Andama,Bulk Carrier
47217,Kongo Star,Oil/Chemical Tanker
47226,Atlantik Glory,Oil/Chemical Tanker
47229,Montecristo,Bulk Carrier
47230,Plana,Bulk Carrier
47231,Shibumi,Bulk Carrier
47233,Wilson Ross,Bulk Carrier
47235,Ganges Star,Oil/Chemical Tanker
47236,Bitten Theresa,Oil/Chemical Tanker
47237,Dagmar Theresa,Oil/Chemical Tanker
47241,Samus Swan,Oil/Chemical Tanker
47244,Alsia Swan,Oil/Chemical Tanker
47245,Amazing,Bulk Carrier
47247,Fantastic,Bulk Carrier
47248,Sider Vega,Bulk Carrier
47253,Ece Nur K,Oil/Chemical Tanker
47260,Tzarevetz,Bulk Carrier
47261,Aktea R,Bulk Carrier
47263,Seavictory,Oil/Chemical Tanker
47264,Toxotis,Bulk Carrier
47266,Khankendy,Oil/Chemical Tanker
47267,Toli,Oil/Chemical Tanker
47268,Heather,Oil/Chemical Tanker
47274,Sweet Lady III,Bulk Carrier
47275,Atlantis Antalya,Oil/Chemical Tanker
47281,Kiran America,Bulk Carrier
47284,Moonlight,Bulk Carrier
47287,Wilson Reef,Bulk Carrier
47288,Elpida Gr,Bulk Carrier
47294,Seahope II,Bulk Carrier
47295,Seapace,Bulk Carrier
47296,Antheia,Bulk Carrier
47298,Kambanos,Bulk Carrier
47299,Besiktas Galata,Oil/Chemical Tanker
47300,Osman Gazi,Bulk Carrier
47302,MT Besiktas Zealand,Oil/Chemical Tanker
47304,Abyo Gwyneth,Bulk Carrier
47305,Amaliya,Bulk Carrier
47306,Samoa,Bulk Carrier
47307,Galapagos,Bulk Carrier
47308,Atlantis Alvarado,Oil/Chemical Tanker
47310,Lefkoniko,Bulk Carrier
47311,Mariperla,Bulk Carrier
47312,Lucky Sailor,Oil/Chemical Tanker
47313,Wilson Rough,Bulk Carrier
47316,Colorado Star,Oil/Chemical Tanker
47318,Glyfada I,Bulk Carrier
47322,Perelik,Bulk Carrier
47323,Northsea Rational,Oil/Chemical Tanker
47326,Med Nordic,Oil/Chemical Tanker
47327,Danship Bulker,Bulk Carrier
47328,Skythia,Bulk Carrier
47330,Crystal Diamond,Oil/Chemical Tanker
47331,Crystal Topaz,Oil/Chemical Tanker
47332,Crystal Atlantica,Oil/Chemical Tanker
47333,Crystal Amaranto,Oil/Chemical Tanker
47334,Crystal Skye,Oil/Chemical Tanker
47336,Borchali,Oil/Chemical Tanker
47337,Med Arctic,Oil/Chemical Tanker
47342,Amur Star,Oil/Chemical Tanker
47348,Cohiba,Bulk Carrier
47349,Ocean Rider,Bulk Carrier
47350,Bogdan,Bulk Carrier
47358,Normanna,Oil/Chemical Tanker
47359,Smeraldo,Oil/Chemical Tanker
47362,Granato,Oil/Chemical Tanker
47371,Turchese,Oil/Chemical Tanker
47374,Enrico Ievoli,Oil/Chemical Tanker
47376,Alberta Amoretti,Oil/Chemical Tanker
47378,Grazia Bottiglieri,Bulk Carrier
47402,Giovanni Battista B,Bulk Carrier
47413,Medkem Four,Oil/Chemical Tanker
47438,Rr Australia,Bulk Carrier
47440,Sveva,Oil/Chemical Tanker
47453,Caroline A,Oil/Chemical Tanker
47469,Lia Ievoli,Oil/Chemical Tanker
47508,Ievoli Shine,Oil/Chemical Tanker
47514,Salina M,Oil/Chemical Tanker
47516,Capetan Costis,Bulk Carrier
47527,Zefirea,Oil/Chemical Tanker
47539,Ft Quinto,Oil/Chemical Tanker
47540,Ft Quarto,Oil/Chemical Tanker
47546,Miseno,Oil/Chemical Tanker
47547,Nisida,Oil/Chemical Tanker
47558,Cyrenaica G,Bulk Carrier
47563,Lusitania G,Bulk Carrier
47564,Marlene D'Amato,Bulk Carrier
47568,Asti Snug,Bulk Carrier
47570,Sider King,Bulk Carrier
47576,Rosita,Oil/Chemical Tanker
47577,Sider Vulcano,Bulk Carrier
47579,Antonella Lembo,Bulk Carrier
47584,Britannia G,Bulk Carrier
47585,Orsola Bottiglieri,Bulk Carrier
47586,Roma Snug,Bulk Carrier
47588,Giuseppe Bottiglieri,Bulk Carrier
47591,Bottiglieri Sophie,Bulk Carrier
47593,Rbd Italia,Bulk Carrier
47594,Mba Rosaria,Bulk Carrier
47597,Dalmatia G,Bulk Carrier
47598,Pannonia G,Bulk Carrier
47599,Cavaliere Grazia Bot,Bulk Carrier
47602,Aquitania G,Bulk Carrier
47603,Mariolina De Carlini,Bulk Carrier
47604,Hispanic G,Bulk Carrier
47605,Maria Cristina Rizzo,Bulk Carrier
47607,Umberto D'Amato,Bulk Carrier
47608,Sundaisy E,Bulk Carrier
47609,Sunrose E,Bulk Carrier
47610,Ldn Fortuna,Bulk Carrier
47611,Bottiglieri Giorgio,Bulk Carrier
47612,Bottiglieri Flavio B,Bulk Carrier
47625,Caletta,Oil/Chemical Tanker
47626,Apuana D,Bulk Carrier
47628,Piera,Bulk Carrier
47632,Calafuria,Oil/Chemical Tanker
47639,Maria Laura Prem,Bulk Carrier
47649,Bottiglieri Franco,Bulk Carrier
47651,Mba Giuseppe,Bulk Carrier
47667,Miss Simona,Bulk Carrier
47668,Paola Bottiglieri,Bulk Carrier
47675,Medi Valencia,Bulk Carrier
47677,Brezzamare,Oil/Chemical Tanker
47678,Mba Giovanni,Bulk Carrier
47686,Mba Liberty,Bulk Carrier
47691,Bottiglieri Challeng,Bulk Carrier
47692,Bottiglieri Ambition,Bulk Carrier
47695,Electa,Oil/Chemical Tanker
47697,Meteora,Oil/Chemical Tanker
47701,Roberto Rizzo,Bulk Carrier
47702,Posillipo,Oil/Chemical Tanker
47707,Odoardo Amoretti,Oil/Chemical Tanker
47709,Ft Nervi,Oil/Chemical Tanker
47710,Italic G,Bulk Carrier
47711,Ft Sturla,Oil/Chemical Tanker
47712,Ft Albaro,Oil/Chemical Tanker
47719,Bulkers Alessia,Bulk Carrier
47722,Fantasia,Oil/Chemical Tanker
47732,Zircone,Oil/Chemical Tanker
47738,Mba Future,Bulk Carrier
47739,Cenito,Oil/Chemical Tanker
47741,Iver Ambition,Oil/Chemical Tanker
47742,Allegra,Oil/Chemical Tanker
47745,Hellenic G,Bulk Carrier
47746,Maria Laura,Oil/Chemical Tanker
47749,Lisca Nera M,Oil/Chemical Tanker
47750,Dominia,Oil/Chemical Tanker
47754,Elba,Oil/Chemical Tanker
47755,Giovanni Bottiglieri,Bulk Carrier
47757,Magnifica,Oil/Chemical Tanker
47758,Peppino Bottiglieri,Bulk Carrier
47761,Medi Hong Kong,Bulk Carrier
47783,Costanza M,Oil/Chemical Tanker
47784,M\T Procida,Oil/Chemical Tanker
47793,Ardenza,Oil/Chemical Tanker
47794,M\T Korsaro,Oil/Chemical Tanker
47795,Chiara D'Amato,Bulk Carrier
47797,Federica Prima,Bulk Carrier
47800,Medi Baltimore,Bulk Carrier
47802,Valsesia,Oil/Chemical Tanker
47803,Mare Di Genova,Oil/Chemical Tanker
47805,Isola Blu,Oil/Chemical Tanker
47806,Mimmo Ievoli,Oil/Chemical Tanker
47808,Martina,Oil/Chemical Tanker
47813,Vulcanello M,Oil/Chemical Tanker
47814,Isola Bianca,Oil/Chemical Tanker
47815,Cinzia D'Amato,Bulk Carrier
47817,Valtellina,Oil/Chemical Tanker
47818,Valgardena,Oil/Chemical Tanker
47819,Ievoli Fast,Oil/Chemical Tanker
47821,Sider Gladiator,Bulk Carrier
47824,Mare Di Venezia,Oil/Chemical Tanker
47825,Medi Venezia,Bulk Carrier
47826,Canneto M,Oil/Chemical Tanker
47834,Grazia,Oil/Chemical Tanker
47836,Giacinta,Oil/Chemical Tanker
47842,Leale,Oil/Chemical Tanker
47848,Letizia Effe,Oil/Chemical Tanker
47868,Valrossa,Oil/Chemical Tanker
47878,Cristin,Bulk Carrier
47879,Valcadore,Oil/Chemical Tanker
47880,Valverde,Oil/Chemical Tanker
47886,Ice Point,Oil/Chemical Tanker
47888,Valle Azzurra,Oil/Chemical Tanker
47889,Medi Cagliari,Bulk Carrier
47893,Barbarica,Oil/Chemical Tanker
47894,Necom,Oil/Chemical Tanker
47896,Palmarola,Oil/Chemical Tanker
47903,FDGennaro Aurilia,Bulk Carrier
47908,Saracena,Oil/Chemical Tanker
47909,Rinella M,Oil/Chemical Tanker
47913,Valle Bianca,Oil/Chemical Tanker
47914,Michele D'Amato,Bulk Carrier
47920,Rita Br,Bulk Carrier
47921,Sichem Singapore,Oil/Chemical Tanker
47942,Rina Amoretti,Oil/Chemical Tanker
47957,Pan Uno,Bulk Carrier
47960,Dante A,Oil/Chemical Tanker
47970,Calajunco M,Oil/Chemical Tanker
47977,Sipea,Oil/Chemical Tanker
47980,Medkem Three,Oil/Chemical Tanker
47991,Erminio C,Oil/Chemical Tanker
47992,Primo M,Oil/Chemical Tanker
47997,Meloria,Oil/Chemical Tanker
48003,Attilio Ievoli Jr,Oil/Chemical Tanker
48010,Etrusco,Oil/Chemical Tanker
48012,Ginostra M,Oil/Chemical Tanker
48022,Futura,Oil/Chemical Tanker
48023,Dattilo M,Oil/Chemical Tanker
48031,MT Ottomana,Oil/Chemical Tanker
48034,Montenero,Oil/Chemical Tanker
48035,Lisca Bianca M,Oil/Chemical Tanker
48036,Basiluzzo M,Oil/Chemical Tanker
48038,Ray G,Oil/Chemical Tanker
48039,Medi Tokyo,Bulk Carrier
48040,MT Peonia,Oil/Chemical Tanker
48046,Ft Odin,Oil/Chemical Tanker
48060,Valle Di Cordoba,Oil/Chemical Tanker
48068,Filicudi M,Oil/Chemical Tanker
48069,Valle Di Granada,Oil/Chemical Tanker
48089,Valle Di Nervion,Oil/Chemical Tanker
48098,Quercianella,Oil/Chemical Tanker
48103,Acquamarina,Oil/Chemical Tanker
48108,Angelina Amoretti,Oil/Chemical Tanker
48112,Four Springs,Bulk Carrier
48117,Alicudi M,Oil/Chemical Tanker
48120,Cielo Di Milano,Oil/Chemical Tanker
48121,Fresia,Oil/Chemical Tanker
48134,Serenade,Bulk Carrier
48136,Azahar,Oil/Chemical Tanker
48137,Cielo Di Roma,Oil/Chemical Tanker
48143,Ievoli Sprint,Oil/Chemical Tanker
48145,Bianca Amoretti,Oil/Chemical Tanker
48153,Cosmo,Oil/Chemical Tanker
48159,Lipari M,Oil/Chemical Tanker
48160,Vallermosa,Oil/Chemical Tanker
48172,Manuela Bottiglieri,Oil/Chemical Tanker
48182,Alessandra Bottiglie,Oil/Chemical Tanker
48183,Favola,Oil/Chemical Tanker
48184,Valle Di Navarra,Oil/Chemical Tanker
48185,Luca Ievoli,Oil/Chemical Tanker
48187,Valdaosta,Oil/Chemical Tanker
48199,Ghetty Bottiglieri,Oil/Chemical Tanker
48201,Maritea,Oil/Chemical Tanker
48207,Bauci,Oil/Chemical Tanker
48208,Zagara,Oil/Chemical Tanker
48209,Valpadana,Oil/Chemical Tanker
48220,Acquaviva,Oil/Chemical Tanker
48227,Mariella Bottiglieri,Oil/Chemical Tanker
48265,Alessandro F,Oil/Chemical Tanker
48266,Valle Di Andalusia,Oil/Chemical Tanker
48279,Valle Di Siviglia,Oil/Chemical Tanker
48291,Orsolina Bottiglieri,Bulk Carrier
48296,Valle Di Castiglia,Oil/Chemical Tanker
48302,Valle Di Aragona,Oil/Chemical Tanker
48303,Salvatore Cafiero,Bulk Carrier
48305,Rosalia D Amato,Bulk Carrier
48307,Falesia,Oil/Chemical Tanker
48319,Janne Wonsild,Oil/Chemical Tanker
48326,Frances Wonsild,Oil/Chemical Tanker
48328,Mary Wonsild,Oil/Chemical Tanker
48336,Silver Kenna,Oil/Chemical Tanker
48339,Zealand Rotterdam,Bulk Carrier
48353,Hanze Gendt,Bulk Carrier
48376,Ursula Essberger,Oil/Chemical Tanker
48427,Lucy Essberger,Oil/Chemical Tanker
48439,Bithav,Oil/Chemical Tanker
48497,Laguna D,Oil/Chemical Tanker
48511,Stella Orion,Oil/Chemical Tanker
48514,Cobaltwater,Oil/Chemical Tanker
48516,Thun Gazelle,Oil/Chemical Tanker
48539,Iver Experience,Oil/Chemical Tanker
48581,Ardea,Oil/Chemical Tanker
48617,Venezia D,Oil/Chemical Tanker
48618,Capewater,Oil/Chemical Tanker
48648,Dutch Aquamarine,Oil/Chemical Tanker
48654,Thun Gothenburg,Oil/Chemical Tanker
48739,GumU)Ng,Bulk Carrier
48753,Hanze Goslar,Bulk Carrier
48782,Hanze Groningen,Bulk Carrier
48785,Lisa Essberger,Oil/Chemical Tanker
48793,Thun Genius,Oil/Chemical Tanker
48804,Stella Polaris,Oil/Chemical Tanker
48809,Thun Glory,Oil/Chemical Tanker
48830,Hanze Goteborg,Bulk Carrier
48886,Iver Expert,Oil/Chemical Tanker
48889,Thun Gratitude,Oil/Chemical Tanker
48908,Thun Gemini,Oil/Chemical Tanker
48917,Thun Globe,Oil/Chemical Tanker
48961,Thun Grace,Oil/Chemical Tanker
49032,StellaWega,Oil/Chemical Tanker
49073,Bit Redo,Oil/Chemical Tanker
49074,Aigran D,Oil/Chemical Tanker
49116,Silver Freya,Oil/Chemical Tanker
49125,Coolwater,Oil/Chemical Tanker
49159,Iver Exporter,Oil/Chemical Tanker
49180,Wilhelmine Essberger,Oil/Chemical Tanker
49211,Anneliese Essberger,Oil/Chemical Tanker
49215,Thun Goliath,Oil/Chemical Tanker
49272,Thun Gothia,Oil/Chemical Tanker
49273,Iver Express,Oil/Chemical Tanker
49413,Thun Granite,Oil/Chemical Tanker
49437,Thun Greenwich,Oil/Chemical Tanker
49446,Thun Garland,Oil/Chemical Tanker
49546,Coastalwater,Oil/Chemical Tanker
49556,Stella Lyra,Oil/Chemical Tanker
49564,Scelveringhe,Bulk Carrier
49586,Theodora,Oil/Chemical Tanker
49623,Stella Virgo,Oil/Chemical Tanker
49671,Cliffwater,Oil/Chemical Tanker
49688,Thun Galaxy,Oil/Chemical Tanker
49726,Caroline Essberger,Oil/Chemical Tanker
49746,Tingis,Oil/Chemical Tanker
49758,Imrikly,Oil/Chemical Tanker
49824,Alpha Bravery,Bulk Carrier
49835,Eviapetrol V,Oil/Chemical Tanker
49838,Alpha Liberty,Bulk Carrier
49841,Pireas,Bulk Carrier
49854,Zorbas,Bulk Carrier
49861,Fiskardo,Bulk Carrier
49863,Crystalia,Bulk Carrier
49867,Athina M,Oil/Chemical Tanker
