model,dataset,vessel_accuracy,vessel_correct,vessel_total,port_accuracy,port_correct,port_total,commodity_accuracy,commodity_correct,commodity_total,incoterm_accuracy,incoterm_correct,incoterm_total,overall_accuracy,overall_correct,overall_total
gliner_simcse_entity_aware,attr_prompting_gpt,0.971,971,1000,0.985,985,1000,0.99,990,1000,0.693,693,1000,0.9097,3639,4000
gliner_simcse_entity_aware,attr_prompting_mistral,0.9646,954,989,0.9899,979,989,1.0,989,989,0.7389,730,988,0.9234,3652,3955
gliner_simcse_entity_aware,bare_llama_3b_claude,0.9372,880,939,0.9506,942,991,0.8004,750,937,0.9083,822,905,0.8998,3394,3772
gliner_simcse_entity_aware,bare_llama_3b_deepseek,0.9158,870,950,0.9155,910,994,0.7579,748,987,0.8974,822,916,0.8708,3350,3847
gliner_simcse_entity_aware,bare_llama_3b_gemini,0.9187,870,947,0.8874,883,995,0.7553,744,985,0.8985,832,926,0.864,3329,3853
gliner_simcse_entity_aware,bare_llama_3b_gpt,0.9349,904,967,0.9439,942,998,0.8098,779,962,0.9111,851,934,0.9003,3476,3861
gliner_simcse_entity_aware,bare_llama_3b_mistral,0.9441,879,931,0.9305,910,978,0.7666,739,964,0.9001,811,901,0.8847,3339,3774
gliner_simcse_entity_aware,bare_llama_8b_claude,0.8988,844,939,0.9507,944,993,0.8081,758,938,0.8937,790,884,0.8887,3336,3754
gliner_simcse_entity_aware,bare_llama_8b_deepseek,0.8429,810,961,0.938,938,1000,0.7763,767,988,0.8818,798,905,0.8596,3313,3854
gliner_simcse_entity_aware,bare_llama_8b_gemini,0.8638,818,947,0.9048,893,987,0.7699,753,978,0.8719,803,921,0.8523,3267,3833
gliner_simcse_entity_aware,bare_llama_8b_gpt,0.8674,831,958,0.9378,935,997,0.8139,787,967,0.8972,829,924,0.8794,3382,3846
gliner_simcse_entity_aware,bare_llama_8b_mistral,0.8846,820,927,0.9408,922,980,0.805,772,959,0.89,785,882,0.8802,3299,3748
gliner_simcse_entity_aware,fewshot_claude,0.914,457,500,0.994,497,500,0.978,489,500,0.318,159,500,0.801,1602,2000
gliner_simcse_entity_aware,fewshot_deepseek,0.4125,205,497,0.998,496,497,0.998,496,497,0.9135,454,497,0.8305,1651,1988
gliner_simcse_entity_aware,fewshot_gemini,0.7134,346,485,0.9938,482,485,0.9546,463,485,0.7178,346,482,0.8451,1637,1937
gliner_simcse_entity_aware,fewshot_gpt,0.6553,327,499,1.0,499,499,0.976,487,499,0.6122,292,477,0.8131,1605,1974
gliner_simcse_entity_aware,fewshot_mistral,0.8401,415,494,1.0,494,494,0.9899,489,494,0.6518,322,494,0.8704,1720,1976
gliner_simcse_entity_aware,zeroshot_claude,0.708,354,500,0.822,411,500,0.894,447,500,0.5117,197,385,0.7475,1409,1885
gliner_simcse_entity_aware,zeroshot_deepseek,0.012,6,498,0.9819,489,498,1.0,498,498,0.9775,435,445,0.7365,1428,1939
gliner_simcse_entity_aware,zeroshot_gemini,0.7865,361,459,0.8877,427,481,0.7983,384,481,0.8526,295,346,0.8302,1467,1767
gliner_simcse_entity_aware,zeroshot_gpt,0.4208,210,499,0.9699,484,499,0.9158,457,499,0.967,352,364,0.8076,1503,1861
gliner_simcse_entity_aware,zeroshot_mistral,0.4456,209,469,1.0,469,469,0.9808,460,469,0.92,391,425,0.8346,1529,1832
