Country,LOCODE,Name,NameWithoutDiacritics,Subdivision,Function,IATA,Latitude,Longitude
PH,PH LZB,Lazi,Lazi,SIG,1-3-----,,9.116666666666667,123.63333333333334
PH,PH LBK,Lebak/Parang,Lebak/Parang,,1-------,,,
PH,PH LGP,"Legaspi Apt, Luzon","Legaspi Apt, Luzon",,1-34----,,13.133333333333333,123.75
PH,PH LEY,Leyte,Leyte,LEY,1-------,,11.366666666666667,124.48333333333333
PH,PH LIA,Lianga/Bislig,Lianga/Bislig,,1-------,,,
PH,PH LIB,Libjo/Surigao,Libjo/Surigao,,1-------,,,
PH,PH LIM,Limay/Bataan,Limay/Bataan,,1-------,,,
PH,PH LIN,"Lingayen, Luzon","Lingayen, Luzon",,1-------,,,
PH,PH LGG,Lingig/Bislig,Lingig/Bislig,,1-------,,,
PH,PH LNK,Linik/Dadiangas,Linik/Dadiangas,,1-------,,,
PH,PH LPA,Lipa,Lipa,,1-------,,,
PH,PH LOM,Lomuyon/Dadiangas,Lomuyon/Dadiangas,,1-------,,,
PH,PH LOP,Long Point/Puerto Princesa,Long Point/Puerto Princesa,,1-------,,,
PH,PH LOO,Looc Bay/San Jose,Looc Bay/San Jose,,1-------,,,
PH,PH LUC,Lucanin,Lucanin,,1-------,,14.466666666666667,120.61666666666666
PH,PH LUG,Lugait,Lugait,,1-3-----,,8.333333333333334,124.25
PH,PH LUM,Lumasal/Dadiangas,Lumasal/Dadiangas,,1-------,,,
PH,PH LNO,Lunao,Lunao,,1-3-----,,8.866666666666667,125.05
PH,PH MGD,Mabaguid,Mabaguid,,1-------,,,
PH,PH MAB,"Mabini, Mindanao","Mabini, Mindanao",MSR,1-3-----,,8.95,124.78333333333333
PH,PH MCO,Maco/Davao,Maco/Davao,,1-------,,,
PH,PH MCJ,Macojalan/Ozamis,Macojalan/Ozamis,,1-------,,,
PH,PH NOP,Mactan Island Apt,Mactan Island Apt,,1-34----,,10.3,124.0
PH,PH MAD,Madaum/Davao,Madaum/Davao,,1-------,,,
PH,PH MGA,Magalona/Iloilo,Magalona/Iloilo,,1-------,,,
PH,PH MLS,Magellanes/Masao,Magellanes/Masao,,1-------,,,
PH,PH MGB,Magueda Bay/Catbalogan,Magueda Bay/Catbalogan,,1-------,,,
PH,PH MAI,Maitum/Dadiangas,Maitum/Dadiangas,,1-------,,,
PH,PH MAK,Makar/Dadiangas,Makar/Dadiangas,,1-------,,,
PH,PH MTI,Makati,Makati,NUV,1-3-----,,16.416666666666668,121.1
PH,PH MKC,Makati City,Makati City,00,1-------,,14.55,121.03333333333333
PH,PH MLL,Malalag/Davao,Malalag/Davao,,1-------,,,
PH,PH MSB,Malasugat Bay/Zamboanga,Malasugat Bay/Zamboanga,,1-------,,,
PH,PH MTP,Malatapay,Malatapay,NER,1-------,,9.55,123.15
PH,PH MLB,"Maluso, Basilan","Maluso, Basilan",BAS,1-3-----,,6.533333333333333,121.86666666666666
PH,PH MGI,Mambagid,Mambagid,,1-------,,,
PH,PH MSY,Manansalay/Batangas,Manansalay/Batangas,,1-------,,,
PH,PH MNY,Manay/Mati,Manay/Mati,,1-------,,,
PH,PH MGG,Mangogoy/Bislig,Mangogoy/Bislig,,1-------,,,
PH,PH MNI,Manicani,Manicani,EAS,1-------,,11.0,125.65
PH,PH MNL,Manila,Manila,,1--45---,,,
PH,PH MNN,Manila North Harbour,Manila North Harbour,,1-3-----,,,
PH,PH MNS,Manila South Harbour,Manila South Harbour,,1-3-----,,,
PH,PH MHT,"Marihatag, Mindanao","Marihatag, Mindanao",SUR,1-3-----,,8.783333333333333,126.28333333333333
PH,PH MVS,"Mariveles, Luzon","Mariveles, Luzon",,1-------,,,
PH,PH MAS,Masao,Masao,,1-------,,,
PH,PH MBT,Masbate,Masbate,,1--4----,,,
PH,PH MSC,Masinloc/Sual,Masinloc/Sual,,1-------,,,
PH,PH MAC,Matho Cortez/Bislig,Matho Cortez/Bislig,,1-------,,,
PH,PH MXI,"Mati, Mindanao","Mati, Mindanao",,1--4----,,,
PH,PH MTA,Matina Aplaya/Davao,Matina Aplaya/Davao,,1-------,,,
PH,PH MDN,Medina,Medina,,1-3-----,,8.916666666666666,125.01666666666667
PH,PH MCD,Mercedes/Jose Panganiban,Mercedes/Jose Panganiban,,1-------,,,
PH,PH MIL,Milbuk/Dadiangas,Milbuk/Dadiangas,,1-------,,,
PH,PH MIO,Misamis Occ./Ozamis,Misamis Occ./Ozamis,,1-------,,,
PH,PH MIC,Misamis Or./Cagayan de Oro,Misamis Or./Cagayan de Oro,,1-------,,,
PH,PH MSS,Mission/Aparri,Mission/Aparri,,1-------,,,
PH,PH MON,Monserrat/Mati,Monserrat/Mati,,1-------,,,
PH,PH MOR,Morong/Mariveles,Morong/Mariveles,,1-------,,,
PH,PH MUL,Mulanay/Siain,Mulanay/Siain,,1-------,,,
PH,PH MNT,Muntinlupa City,Muntinlupa City,00,1-3--6--,,14.616666666666667,121.05
PH,PH NAB,Nabulao Bay/Iloilo,Nabulao Bay/Iloilo,,1-------,,,
PH,PH WNP,Naga/Zamboanga,Naga/Zamboanga,,1--4----,,,
PH,PH NGH,Nagh,Nagh,,1-------,,,
PH,PH NAL,Nalungga/Iloilo,Nalungga/Iloilo,,1-------,,,
PH,PH NAP,Napsan/Puerto Princesa,Napsan/Puerto Princesa,,1-------,,,
PH,PH NAR,Naris Point/Puerto Princesa,Naris Point/Puerto Princesa,,1-------,,,
PH,PH NAS,Nasipit/Masao,Nasipit/Masao,,1-------,,,
PH,PH NUG,"Nasugbu, Luzon","Nasugbu, Luzon",BTG,1-------,,14.066666666666666,120.63333333333334
PH,PH NTO,Nato,Nato,,1-------,,,
PH,PH NID,Nido Terminal,Nido Terminal,,1-------,,,
PH,PH NON,Nonoc/Surigao Del Norte,Nonoc/Surigao Del Norte,,1-------,,,
PH,PH ODI,Odiongan,Odiongan,ROM,1-------,,12.4,121.98333333333333
PH,PH OLO,Olongapo,Olongapo,,1-------,,,
PH,PH OPO,Opol,Opol,,1-3-----,,8.516666666666667,124.56666666666666
PH,PH ORS,Oras/Catbalogan,Oras/Catbalogan,,1-------,,,
PH,PH ORA,Orayuita,Orayuita,,1-------,,,
PH,PH ORC,Ormoc/Tacloban,Ormoc/Tacloban,,1--4----,,,
PH,PH ORL,Oroquieta,Oroquieta,MSC,1-------,,8.483333333333333,123.8
PH,PH OTE,Oteiza/Bislig,Oteiza/Bislig,,1-------,,,
PH,PH OZC,"Ozamis, Mindanao","Ozamis, Mindanao",,1--4----,,,
PH,PH PDR,Pacio de Rozas/Batangas,Pacio de Rozas/Batangas,,1-------,,,
PH,PH PAG,Pagadian/Zamboanga,Pagadian/Zamboanga,,1--4----,,,
PH,PH PGB,Pagbilao,Pagbilao,QUE,1-3-----,,13.966666666666667,121.68333333333334
PH,PH PPP,"Pagudpud, Luzon","Pagudpud, Luzon",LUN,1-3-----,,16.616666666666667,120.31666666666666
PH,PH PLB,Palamit Bay/San Jose,Palamit Bay/San Jose,,1-------,,,
PH,PH PLP,Palapag/San Jose,Palapag/San Jose,,1-------,,,
PH,PH PLW,Palawan/Ozamis,Palawan/Ozamis,,1-------,,,
PH,PH PMT,Pamintayan/Zamboanga,Pamintayan/Zamboanga,,1-------,,,
PH,PH PAM,Pampanga,Pampanga,,1-3-----,,,
PH,PH PPL,Pamplona/Aparri,Pamplona/Aparri,,1-------,,,
PH,PH PAN,Panabo,Panabo,DAV,1-3-----,,7.3,125.68333333333334
PH,PH PNB,Panabutan/Zamboanga,Panabutan/Zamboanga,,1-------,,,
PH,PH PCN,Panacan/Davao,Panacan/Davao,,1-------,,,
PH,PH PCA,Panacosa/Puerto Princesa,Panacosa/Puerto Princesa,,1-------,,,
PH,PH PGT,Pangutaran/Jolo,Pangutaran/Jolo,,1-------,,,
PH,PH PNN,Paninirongan/Sanjose,Paninirongan/Sanjose,,1-------,,,
PH,PH PRA,Parang,Parang,,1-------,,,
PH,PH PSL,"Pasaleng, Luzon","Pasaleng, Luzon",ILN,1-3-----,,18.55,120.91666666666667
PH,PH PAS,"Pasay, Luzon","Pasay, Luzon",,1-------,,,
PH,PH PIS,Philippines,Philippines,,1-------,,14.583333333333334,121.0
PH,PH PIN,Pinamalayan/Batangas,Pinamalayan/Batangas,,1-------,,,
PH,PH PLA,Plaridel/Ozamis,Plaridel/Ozamis,,1-------,,,
PH,PH PDC,"Polanco, Mindanao","Polanco, Mindanao",ZAN,1-3-----,,8.516666666666667,123.35
PH,PH PLL,"Polillo, Polillo Isl","Polillo, Polillo Isl",QUE,1-3-----,,14.7,121.93333333333334
PH,PH PLC,Polloc,Polloc,,1-3-----,,,
PH,PH PRO,Poro/San Fernando,Poro/San Fernando,,1-------,,,
PH,PH PBA,Port Barton/Palawan,Port Barton/Palawan,,1-------,,,
PH,PH PHD,Port Holland,Port Holland,,1-------,,,
PH,PH IRN,Port Irene,Port Irene,CAG,1-------,,18.366666666666667,122.1
PH,PH PGA,Puerto Galera,Puerto Galera,MDR,1-------,,13.5,120.93333333333334
PH,PH PPS,"Puerto Princesa, Palawan","Puerto Princesa, Palawan",,1--4----,,,
PH,PH PUG,Pugad/Bislig,Pugad/Bislig,,1-------,,,
PH,PH PUL,Pulupandan,Pulupandan,,1-------,,,
PH,PH PTL,Puntalinao/Mati,Puntalinao/Mati,,1-------,,,
PH,PH PNT,Punti/Aparri,Punti/Aparri,,1-------,,,
PH,PH QUE,Queson/Siain,Queson/Siain,,1-------,,,
PH,PH QUI,Quiddiao/Aparri,Quiddiao/Aparri,,1-------,,,
PH,PH QBI,Quinabigan,Quinabigan,,1-------,,,
PH,PH QBL,Quinablagan/Mati,Quinablagan/Mati,,1-------,,,
PH,PH QPT,Quipit Bay/Ozamis,Quipit Bay/Ozamis,,1-------,,,
PH,PH REA,Real/Siain,Real/Siain,,1-------,,,
PH,PH RLN,Romblon,Romblon,,1-------,,,
PH,PH ROM,Romblon,Romblon,ROM,1-------,,12.566666666666666,122.26666666666667
PH,PH RXS,Roxas/Puerto Princesa,Roxas/Puerto Princesa,,1--4----,,,
PH,PH SBG,Sabang,Sabang,,1-------,,,
PH,PH SBB,Sabbot/Siain,Sabbot/Siain,,1-------,,,
PH,PH SBY,Sablayan/Batangas,Sablayan/Batangas,,1-------,,,
PH,PH SAG,Sagay/Iloilo,Sagay/Iloilo,,1-------,,,
PH,PH SLM,Salomague,Salomague,ILS,1-------,,17.783333333333335,120.41666666666667
PH,PH SCA,San Carlos/Dumaguete,San Carlos/Dumaguete,,1-------,,,
PH,PH SFE,"San Fernando, Luzon","San Fernando, Luzon",,1--4----,,,
PH,PH SIO,San Ignacio/Mati,San Ignacio/Mati,,1-------,,,
PH,PH SIS,San Isidro/Sanjose,San Isidro/Sanjose,,1-------,,,
PH,PH SJI,"San Jose Apt, Mindoro","San Jose Apt, Mindoro",ZAN,1-34----,,12.35,121.08333333333333
PH,PH SPQ,San Pio Quinto/Aparri,San Pio Quinto/Aparri,,1-------,,,
PH,PH STE,San Teodoro/Batangas,San Teodoro/Batangas,,1-------,,,
PH,PH SNG,Sangi/Cebu,Sangi/Cebu,,1-------,,,
PH,PH SAN,Santa Ana/Aparri,Santa Ana/Aparri,,1-------,,,
PH,PH SCT,Santa Catalina/Dumaguete,Santa Catalina/Dumaguete,,1-------,,,
PH,PH SCR,Santa Cruz/Sual,Santa Cruz/Sual,,1-------,,,
PH,PH SLU,Santa Lucia/Puerto Princesa,Santa Lucia/Puerto Princesa,,1-------,,,
PH,PH SMA,Santa Maria/Zamboanga,Santa Maria/Zamboanga,,1-------,,,
PH,PH SNI,Santa Nino,Santa Nino,,1-------,,,
PH,PH SAS,Sasa/Davao,Sasa/Davao,,1-------,,,
PH,PH SAY,Sayao/Batangas,Sayao/Batangas,,1-------,,,
PH,PH SMR,Semirara,Semirara,ANT,1-3-----,,12.066666666666666,121.4
PH,PH SIN,"Siain, Luzon","Siain, Luzon",,1-------,,,
PH,PH SIR,Siari/Ozamis,Siari/Ozamis,,1-------,,,
PH,PH SIY,Siay/Zamboanga,Siay/Zamboanga,,1-------,,,
PH,PH SIG,Sigayan/Parang,Sigayan/Parang,,1-------,,,
PH,PH SDG,Sindangan/Ozamis,Sindangan/Ozamis,,1-------,,,
PH,PH XSO,Siocon/Zamboanga,Siocon/Zamboanga,,1--4----,,,
PH,PH SGD,Sogod/Tacloban,Sogod/Tacloban,,1-------,,,
PH,PH SOR,Sorsogon/Legaspi,Sorsogon/Legaspi,,1-------,,,
PH,PH SUA,Sual,Sual,,1-------,,,
PH,PH SFS,Subic Bay,Subic Bay,,1--4----,,,
PH,PH SKU,Sultan Kudarat/Dadiangas,Sultan Kudarat/Dadiangas,,1-------,,,
PH,PH SUG,"Surigao, Mindanao","Surigao, Mindanao",,1--4----,,,
PH,PH TBC,Tabaco/Legaspi,Tabaco/Legaspi,ALB,1-------,,13.35,123.73333333333333
PH,PH TBG,Tabangoa,Tabangoa,,1-------,,,
PH,PH TAC,"Tacloban, Leyte","Tacloban, Leyte",,1--4----,,,
PH,PH TBU,Tagabuli/Davao,Tagabuli/Davao,,1-------,,,
PH,PH TTO,Taganito,Taganito,SUN,1-------,,9.55,125.81666666666666
PH,PH TAG,"Tagbilaran, Bohol","Tagbilaran, Bohol",,1--4----,,,
PH,PH TKW,Tagkawayan/Siain,Tagkawayan/Siain,,1-------,,,
PH,PH TGO,Tagoloan,Tagoloan,,1-3-----,,8.533333333333333,124.75
PH,PH TGD,Tagudin/San Fernando,Tagudin/San Fernando,,1-------,,,
PH,PH TGL,Taguilon/Ozamis,Taguilon/Ozamis,,1-------,,,
PH,PH TGT,Taguite Bay/Zamboanga,Taguite Bay/Zamboanga,,1-------,,,
PH,PH TAL,Talibon,Talibon,BOH,1-3-----,,10.133333333333333,124.31666666666666
PH,PH TLM,Talomo/Davao,Talomo/Davao,,1-------,,,
PH,PH TGN,Tambungon/Davao,Tambungon/Davao,,1-------,,,
PH,PH TNU,Tanauan/Tacloban,Tanauan/Tacloban,,1-------,,,
PH,PH TDG,Tandag/Bislig,Tandag/Bislig,,1--4----,,,
PH,PH TAN,Tandayag,Tandayag,NER,1-3-----,,9.45,123.21666666666667
PH,PH TDC,Tandoc,Tandoc,,1-------,,,
PH,PH TAY,Taytay/Puerto Princesa,Taytay/Puerto Princesa,,1-------,,,
PH,PH TIB,Tibungco/Davao,Tibungco/Davao,,1-------,,,
PH,PH TIN,Tindalo Oil Field,Tindalo Oil Field,,1-------,,11.066666666666666,118.9
PH,PH TOB,Toboso/Dumaguete,Toboso/Dumaguete,,1-------,,,
PH,PH TLD,Toledo/Cebu,Toledo/Cebu,,1-------,,,
PH,PH TLG,Tolong/Dumaguete,Tolong/Dumaguete,,1-------,,,
PH,PH TLP,Tolopo,Tolopo,,1-------,,,
PH,PH TLS,Tolosa/Tacloban,Tolosa/Tacloban,,1-------,,,
PH,PH TON,Tubigon,Tubigon,BOH,1-------,,9.95,123.96666666666667
PH,PH TGI,Tuguis/Dadiangas,Tuguis/Dadiangas,,1-------,,,
PH,PH TGW,Tungawan Bay/Zamboanga,Tungawan Bay/Zamboanga,,1-------,,,
PH,PH ULY,Ulugan Bay,Ulugan Bay,,1-------,,,
PH,PH URR,Umrur,Umrur,,1-------,,,
PH,PH VCS,"Victorias, Negros","Victorias, Negros",,1-------,,,
PH,PH VNV,Villanueva,Villanueva,,1-------,,,
PH,PH VTL,Vitali/Zamboanga,Vitali/Zamboanga,,1-3-----,,7.366666666666666,122.28333333333333
PH,PH VTO,Vito/Iloilo,Vito/Iloilo,,1-------,,,
PH,PH WAS,Wasag/Dadiangas,Wasag/Dadiangas,,1-------,,,
PH,PH WAW,Wawa/Batangas,Wawa/Batangas,,1-------,,,
PH,PH ZAM,Zamboanga,Zamboanga,,1--4----,,,
PK,PK GWD,Gwadar,Gwadar,BA,1-34----,,,
PK,PK JIW,Jiwani,Jiwani,BA,1-34----,,,
PK,PK KHI,Karachi,Karachi,SD,12345---,,,
PK,PK KCT,Karachi Container Terminal,Karachi Container Terminal,SD,1-------,,24.833333333333332,66.96666666666667
PK,PK KBA,Keti Bandar,Keti Bandar,,1-------,,24.133333333333333,67.43333333333334
PK,PK KBU,Keti Bunder,Keti Bunder,SD,1-3-----,,,
PK,PK KIA,Kiamari,Kiamari,SD,1-------,,24.816666666666666,66.96666666666667
PK,PK BQM,Muhammad Bin Qasim/Karachi,Muhammad Bin Qasim/Karachi,SD,1-------,,24.766666666666666,67.33333333333333
PK,PK ORW,Ormara,Ormara,BA,1-34----,,,
PK,PK PCT,Pakistan International Container Terminal/Karachi,Pakistan International Container Terminal/Karachi,,1-------,,,
PK,PK PSI,Pasni,Pasni,BA,1-34----,,,
PK,PK QCT,Qasim International Container Terminal/Karachi,Qasim International Container Terminal/Karachi,,1-------,,,
PL,PL BEK,Bielinek,Bielinek,32,1-------,,52.93333333333333,14.15
PL,PL BRK,Brzostek Policzko,Brzostek Policzko,,1-------,,51.05,19.9
PL,PL BZI,Burzenin,Burzenin,,1-3--6--,,51.45,18.833333333333332
PL,PL BYC,Byczyna,Byczyna,OP,1-------,,,
PL,PL BZG,Bydgoszcz,Bydgoszcz,,1234----,,53.15,18.0
PL,PL CPL,Chobienice,Chobienice,30,1-3-----,,52.166666666666664,15.933333333333334
PL,PL CH3,Chróscice,Chroscice,16,1----6--,,50.78333333333333,17.816666666666666
PL,PL ZAA,Czarna,Czarna,18,1-------,,50.06666666666667,21.266666666666666
PL,PL CDB,Czarna Dabrowka,Czarna Dabrowka,22,1-3-----,,54.35,17.55
PL,PL 6MA,Dabrówka,Dabrowka,14,1-3-----,,51.61666666666667,20.95
PL,PL DAR,Darlowo,Darlowo,32,123-----,,54.416666666666664,16.416666666666668
PL,PL DCZ,Duczki,Duczki,14,1-3-----,,52.36666666666667,21.283333333333335
PL,PL ZIC,Dziecmierowo,Dziecmierowo,30,1-------,,52.266666666666666,17.266666666666666
PL,PL DZN,Dziwnow,Dziwnow,32,1-------,,54.03333333333333,14.75
PL,PL ELB,Elblag,Elblag,,123-----,,54.166666666666664,19.383333333333333
PL,PL FBK,Frombork,Frombork,28,123-----,,54.35,19.683333333333334
PL,PL GDN,Gdansk,Gdansk,,1--4----,,,
PL,PL GDY,Gdynia,Gdynia,22,123-----,,54.5,18.55
PL,PL GKI,Glinki,Glinki,,1-------,,,
PL,PL ZIN,Grodziczno,Grodziczno,28,1-------,,53.416666666666664,19.766666666666666
PL,PL GKZ,Górki Zachodnie,Gorki Zachodnie,22,1-------,,54.36666666666667,18.766666666666666
PL,PL HEL,Hel,Hel,,123-----,,54.6,18.8
PL,PL IYC,Iwierzyce,Iwierzyce,,1-3--6--,,50.016666666666666,21.766666666666666
PL,PL LUU,Janowiec,Janowiec,06,1-3-----,,51.333333333333336,21.883333333333333
PL,PL JDZ,Jedlina-Zdrój,Jedlina-Zdroj,02,1-3-----,,50.733333333333334,16.333333333333332
PL,PL KAO,Kamien Pomorski,Kamien Pomorski,32,1-3-----,,53.96666666666667,14.766666666666667
PL,PL KYK,Kamyk,Kamyk,24,1----6--,,,
PL,PL SJK,Karsibór,Karsibor,32,1-------,,53.85,14.3
PL,PL MA9,Klaj,Klaj,12,1-3-----,,49.983333333333334,20.316666666666666
PL,PL KOL,Kolobrzeg,Kolobrzeg,32,123-----,,54.18333333333333,15.583333333333334
PL,PL MK9,Konotopa,Konotopa,14,1----6--,,52.916666666666664,20.316666666666666
PL,PL KZ4,Korzenna,Korzenna,12,1-3-----,,49.68333333333333,20.85
PL,PL KLY,Kostomloty,Kostomloty,02,1----6--,,51.05,16.616666666666667
PL,PL KPW,Kraplewo,Kraplewo,30,1----6--,,52.3,16.683333333333334
PL,PL KOD,Krosno Odrzanskie,Krosno Odrzanskie,08,1-3-----,,52.05,15.083333333333334
PL,PL KMR,Krynica Morska,Krynica Morska,28,1-3-----,,54.38333333333333,19.45
PL,PL KRM,Krynica Morska,Krynica Morska,PM,1-3-----,,54.38333333333333,19.45
PL,PL LEA,Leba,Leba,22,123-----,,54.75,17.55
PL,PL LPN,Lipiany,Lipiany,32,123-----,,53.0,14.966666666666667
PL,PL KUY,Losiów,Losiow,16,1-3-----,,50.78333333333333,17.566666666666666
PL,PL MNN,Margonin,Margonin,30,1-------,,52.96666666666667,176.0
PL,PL MID,Miedzyzdroje,Miedzyzdroje,32,1-3-----,,53.93333333333333,14.45
PL,PL NXA,Mierzyn,Mierzyn,32,1-3-----,,54.11666666666667,15.883333333333333
PL,PL MKW,Mietków,Mietkow,02,1-3-----,,50.983333333333334,16.65
PL,PL MRE,Mrzezyno,Mrzezyno,32,1-------,,54.15,15.3
PL,PL NCH,Niechorze,Niechorze,32,1-------,,54.1,15.066666666666666
PL,PL NWA,Nowe Warpno,Nowe Warpno,32,1-3-----,,53.733333333333334,14.3
PL,PL NOW,Nowy Port/Gdansk,Nowy Port/Gdansk,,123-----,,54.4,18.666666666666668
PL,PL OLA,Olawa,Olawa,02,123-----,,50.93333333333333,17.3
PL,PL OSD,Osinów Dolny,Osinow Dolny,32,1-------,,52.85,14.15
PL,PL PTN,Piatnica,Piatnica,20,1----6--,,53.18333333333333,22.083333333333332
PL,PL IT5,Piorunów,Piorunow,14,1-3-----,,52.2,20.566666666666666
PL,PL BLZ,Plblz,Plblz,30,12------,,51.9,18.0
PL,PL PNW,Polanów,Polanow,,1----6--,,54.1,16.7
PL,PL PLC,Police,Police,,1-------,,,
PL,PL PZN,Pszenno,Pszenno,02,1-3-----,,50.86666666666667,16.55
PL,PL XXX,RIS Inland waterways,RIS Inland waterways,,1-------,,,
PL,PL RWL,Rewal,Rewal,32,1-------,,54.083333333333336,15.016666666666667
PL,PL ROI,Rokietnica,Rokietnica,WP,1----6--,,52.516666666666666,16.733333333333334
PL,PL RUC,Ruchocice,Ruchocice,WP,1----6--,,52.18333333333333,16.35
PL,PL SCA,Siennica Rózana,Siennica Rozana,26,1-3-----,,51.0,21.316666666666666
PL,PL SKN,Skolwin,Skolwin,32,1-------,,53.483333333333334,14.6
PL,PL SKJ,Skolyszyn,Skolyszyn,18,1----6--,,49.75,21.35
PL,PL SOP,Sopot,Sopot,22,123-----,,54.45,18.566666666666666
PL,PL SY2,Sroczyn,Sroczyn,30,1----6--,,52.55,17.283333333333335
PL,PL SPA,Stepnica,Stepnica,,123-----,,53.65,14.616666666666667
PL,PL SWI,Swinoujscie,Swinoujscie,,123-----,,53.9,14.25
PL,PL SZZ,Szczecin,Szczecin,,1--45---,,,
PL,PL TBZ,Trzebiez,Trzebiez,32,123-----,,53.65,14.516666666666667
PL,PL URD,Urad,Urad,,123-----,,52.266666666666666,14.7
PL,PL UST,Ustka,Ustka,,123-----,,54.583333333333336,16.85
PL,PL UMS,Ustronie Morskie,Ustronie Morskie,32,1-3-----,,54.21666666666667,15.75
PL,PL WZO,Wegorzyno,Wegorzyno,,123-----,,53.53333333333333,15.55
PL,PL WIU,Widuchowa,Widuchowa,32,1-------,,53.11666666666667,142.5
PL,PL WLA,Wladyslawowo,Wladyslawowo,22,123-----,,54.78333333333333,18.416666666666668
PL,PL WOL,Wolbórz,Wolborz,10,1-3-----,,51.5,19.833333333333332
PL,PL WLI,Wolin,Wolin,32,123-----,,53.85,14.616666666666667
PL,PL ZGO,Zagorow,Zagorow,30,1-------,,52.166666666666664,175.66666666666666
PL,PL ZNI,Znin,Znin,,123--6--,,52.85,17.716666666666665
PM,PM FSP,Saint-Pierre,Saint-Pierre,,1--45---,,46.766666666666666,-56.166666666666664
PN,PN PCN,Pitcairn Is,Pitcairn Is,,1---5---,,,
PR,PR BQN,Aguadilla,Aguadilla,,1--4----,,,
PR,PR ARE,Arecibo,Arecibo,,1--4----,,,
PR,PR ARR,Arroyo,Arroyo,,1-3-----,,17.966666666666665,-66.06666666666666
PR,PR GUX,Guanica,Guanica,,1-------,,17.966666666666665,-66.91666666666667
PR,PR GUY,Guayanilla,Guayanilla,,1-3-----,,17.966666666666665,-66.81666666666666
PR,PR LAM,Las Mareas (Guayama),Las Mareas (Guayama),,1-------,,,
PR,PR MAZ,Mayagüez,Mayaguez,,1--4----,,,
PR,PR PSE,Ponce,Ponce,,1--4----,,,
PR,PR PYA,Puerto Yabucoa,Puerto Yabucoa,,1-------,,18.05,-65.83333333333333
PR,PR PJO,Puerto de Jobos,Puerto de Jobos,,1-------,,17.95,-66.18333333333334
PR,PR SAL,Salinas,Salinas,,1-------,,17.966666666666665,-66.25
PR,PR SJU,San Juan,San Juan,,1--45---,SIG,18.45,-66.08333333333333
PR,PR SBS,San Sebastián,San Sebastian,,1-------,,18.3,-66.96666666666667
PW,PW ANG,Angaur,Angaur,,1-------,,,
PW,PW ROR,Koror,Koror,,1--4----,,,
PY,PY ASU,Asunción,Asuncion,ASU,1--45---,,-25.266666666666666,-57.666666666666664
PY,PY BCM,Barrio Caacupé Mí,Barrio Caacupe Mi,11,1-3--6--,,-25.216666666666665,-57.55
PY,PY CAA,Caacupé,Caacupe,3,1-3-----,,-25.383333333333333,-57.13333333333333
PY,PY CAC,Calera Cue,Calera Cue,1,1-------,,-22.533333333333335,-57.81666666666667
PY,PY AGT,Ciudad del Este,Ciudad del Este,,1--4----,,,
PY,PY MRA,Colonia Mariano Roque Alonso,Colonia Mariano Roque Alonso,11,1-3-----,,-25.166666666666668,-57.55
PY,PY CNP,Concepción,Concepcion,1,1-------,,-23.4,-57.43333333333333
PY,PY ENO,Encarnación,Encarnacion,7,1--45---,,-27.333333333333332,-55.9
PY,PY FNX,Fenix,Fenix,ASU,1-------,,,
PY,PY FUO,Fuerte Olimpo,Fuerte Olimpo,,1-3-----,,-21.05,-57.86666666666667
PY,PY ITE,Ita Enramada,Ita Enramada,,1-------,,,
PY,PY PAN,Puerto Antequera,Puerto Antequera,2,1-------,,-24.083333333333332,-57.2
PY,PY PGU,Puerto Guarani,Puerto Guarani,16,1-------,,-21.3,-57.916666666666664
PY,PY PSA,Puerto Sara,Puerto Sara,11,1-------,,-25.433333333333334,-57.53333333333333
PY,PY PCJ,Puerto la Victoria,Puerto la Victoria,,123-----,,-22.283333333333335,-57.93333333333333
PY,PY SAN,San Antonio,San Antonio,,1-------,,,
PY,PY TER,Terport (San Antonio),Terport (San Antonio),,1-3-----,,-25.383333333333333,-57.63333333333333
PY,PY VLL,Villeta,Villeta,,1-------,,,
QA,QA RUS,Al Ruwais Qatar,Al Ruwais Qatar,MS,1-------,,26.233333333333334,51.333333333333336
QA,QA ASN,Al Shaheen,Al Shaheen,,1-----7-,,26.55,52.06666666666667
QA,QA SLW,As Salwa,As Salwa,RA,1-------,,24.733333333333334,50.75
QA,QA HMD,BGN/PCGN1956 - HAMAD,BGN/PCGN1956 - HAMAD,WA,1-------,,25.0,51.61666666666667
QA,QA DOH,Doha,Doha,DA,1--45---,,,
QA,QA HAL,Halul,Halul,,1-----7-,,,
QA,QA HNA,Hanna,Hanna,,1-------,,,
QA,QA QAP,Qapco,Qapco,US,1-------,,24.916666666666668,51.56666666666667
QA,QA QCH,Qchem,Qchem,US,1-------,,24.85,51.53333333333333
QA,QA RLF,Ras Laffan,Ras Laffan,KH,1-------,,25.933333333333334,51.53333333333333
QA,QA UMS,Umm Sa'id (Mesaieed),Umm Sa'id (Mesaieed),WA,1-3-----,,24.983333333333334,51.53333333333333
RO,RO AGI,Agigea,Agigea,CT,1-------,,44.083333333333336,28.616666666666667
RO,RO BAB,Basarabi,Basarabi,,1-------,,44.166666666666664,28.366666666666667
RO,RO BZI,Bazias,Bazias,CS,1-3-----,,44.8,21.383333333333333
RO,RO BCT,Bechet,Bechet,DJ,1-3-----,,43.766666666666666,23.933333333333334
RO,RO BCN,Beclean,Beclean,HR,123-----,,46.31666666666667,25.3
